Gene names, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2
Asator,-1.818884724,-0.913053227,#VALUE!,-0.541366019,-2.007753644,#VALUE!,#VALUE!,-1.608716192,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cyp4e1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.909905369,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cyp6a13,#VALUE!,#VALUE!,#VALUE!,-1.35967523,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-3.497640881,-1.712976955,-1.296757519,-1.753847333
Cyp4p1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
wun,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG8858,-0.794707591,0.507617067,0.008056555,-1.199222249,#VALUE!,#VALUE!,-2.496875193,-1.895824394,0.319849117,#VALUE!,#VALUE!,0.21350282
Taz,#VALUE!,#VALUE!,-0.717216243,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.007376571,-0.546371803,#VALUE!,#VALUE!
Fsn,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG13343,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpS16,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cpsf160,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cyp6a21,-1.037265909,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.184719698
CG10253,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG5189,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.23917442
sec6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rep,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.723586712,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Obp56h,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Obp57c,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cyp6u1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
ubl,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
phtf,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.006593735
Cul-2,-1.133938704,-2.476498262,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.44108587,-1.219471518,#VALUE!,#VALUE!,-1.147585599,#VALUE!
CG11563-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG11337-RD,#VALUE!,#VALUE!,0.990591873,-0.549535655,#VALUE!,#VALUE!,-0.738240538,-1.133938704,#VALUE!,#VALUE!,#VALUE!,2.10608026
mRpL32,#VALUE!,#VALUE!,0.899871669,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
qless,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG1544,#VALUE!,-0.957607806,-1.954836648,-1.517544059,-1.453280834,#VALUE!,#VALUE!,#VALUE!,-1.906547996,-1.129891782,#VALUE!,-1.329268414
Npc2h,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG2224-RA,0.201257457,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.139338514,-0.041818054,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpS18C,-1.008595162,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.074231394,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG34317-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.538199062,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.712551346,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.071800252,#VALUE!,0.250840334,#VALUE!
Tace,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.242003903,#VALUE!,-0.267392149,-0.123622541,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.075064012,#VALUE!,#VALUE!,-0.483500673
eIF2B-alpha,-1.253601233,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
yata,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
IntS11,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG1969;CG1969-RB,-1.416692739,-1.15392797,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.436431822,-0.436509917,#VALUE!,#VALUE!,0.128821281
CG7598,#VALUE!,#VALUE!,0.820975417,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bub3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Spase12,-0.03787302,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,0.490467444,1.079975377,0.588132944,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mesh1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG11880,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
alpha-Man-Ib,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cul-5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.294490912,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.459794141,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.157045297,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.056026179,#VALUE!,#VALUE!,#VALUE!
WASp,-0.390509777,#VALUE!,-0.309734893,#VALUE!,#VALUE!,#VALUE!,0.075464174,0.569588305,#VALUE!,0.876330305,#VALUE!,0.110897723
,-1.173124115,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.114972363,-2.164366919,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mfrn,-0.500360728,-1.014587008,0.532765783,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.585106777,#VALUE!,#VALUE!,#VALUE!,-0.851781728
BCAS2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.499197947,#VALUE!,-1.32496094,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.809903529
Sce,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG12883-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RpS10a,0.219091058,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.146199013,#VALUE!,#VALUE!
raps,#VALUE!,-2.346591393,#VALUE!,-0.157930302,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.417848683,-1.258425153,0.241230036
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.377290365
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.626335086,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,0.081339627,-0.414441309,#VALUE!,0.729182941,#VALUE!,#VALUE!,-0.813854455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.251931127,#VALUE!,#VALUE!,0.81934119,#VALUE!
CG6073,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RpL34a,-1.69119647,#VALUE!,-0.772160366,#VALUE!,0.213627239,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.971996722,-1.639040225,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1.018420531,-0.098412869,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Mst57Da,#VALUE!,#VALUE!,-2.199918075,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-2.33803155,-1.593136842,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.329159664,-1.758818787,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dhap-at,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Vps33B,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
alrm,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.740938471,#VALUE!,-0.934262267,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,-0.611821486,#VALUE!,#VALUE!,#VALUE!,-0.367694554,#VALUE!,-0.509039727,#VALUE!,-0.337284064
CG31370-RB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,-1.440772522,-1.473810969,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.103921945,-1.281140846,-1.343952182,-1.010163435
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nup37,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
to,#VALUE!,#VALUE!,#VALUE!,-1.193898706,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.5309059,#VALUE!,-1.120858877,-1.195285564
CG10420,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Clbn,-0.059239376,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.219471518,-1.018819544,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PQBP1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG13644,-0.662094849,#VALUE!,0.644502372,0.539034703,#VALUE!,#VALUE!,0.047398789,0.043204499,#VALUE!,#VALUE!,0.365356597,0.374955996
polybromo,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rpb10,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Syx18,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG5789-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.635203477,#VALUE!,-1.383567018,-0.612174283,-0.618827395
,-2.123874046,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dis3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.037828589,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-0.682765405,#VALUE!,0.793188404,0.656542133,0.894449162,#VALUE!,#VALUE!,0.615227944,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mask,-0.04204084,-0.652515755,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG5515-RA,#VALUE!,-1.266836585,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpS24,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Kal1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG5463,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ndc1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
eIF4G2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mbc,-0.485761571,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.189417055,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.754545489,0.186373777,#VALUE!,0.835439053,#VALUE!,#VALUE!
CG10214,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.636450617,0.188780698,#VALUE!
EloA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.031503691,-2.144392947,#VALUE!,#VALUE!
,-0.049083729,0.398678716,0.309176187,-0.030221407,#VALUE!,#VALUE!,-0.558899023,-0.911939837,-0.281947497,-0.244428716,-0.163881963,-0.077573775
CG13830-RB,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,0.505077915,0.118492626,-0.013756555,-0.497730509,#VALUE!,#VALUE!,0.076559095,-0.036141209,-0.150256887,-0.470149076,-0.207061378,-0.025705649
klg,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Usp12-46,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG13841-RA,#VALUE!,#VALUE!,1.313187794,1.28936234,#VALUE!,#VALUE!,1.87227718,#VALUE!,#VALUE!,#VALUE!,1.506652715,#VALUE!
HP1c,#VALUE!,0.49036475,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.477421921,#VALUE!,#VALUE!,0.017921908,#VALUE!,-0.390982646
CG6982-RC,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cyp6d4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Nup133,-1.085956012,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpL45,-1.521100655,0.85431488,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.179416629,-1.275751382,#VALUE!,#VALUE!,#VALUE!,#VALUE!
EF-G2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CSN6,1.011066201,#VALUE!,1.73061822,-0.404114472,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.829485217,#VALUE!,#VALUE!,#VALUE!
,-2.778432211,-0.435085341,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-2.043467485,-1.711747761,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pebp1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG5382,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cchl,-1.629590175,-1.545360834,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.151297948,-1.167312484,#VALUE!,#VALUE!,1.889668225,#VALUE!
lsn,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.174132982,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Oga,-2.204898042,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.71776186,-2.824698966,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG5862,#VALUE!,#VALUE!,0.413485768,#VALUE!,0.829200099,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.816312982,#VALUE!,#VALUE!
Ubpy,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,-0.639287383,#VALUE!,#VALUE!,-1.049875037,0.103933991,-0.581648112,-0.535227194,-0.853475109,-0.599724402
sec15,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RhoGAP93B,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RpS30,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.653610384
psidin,-2.167928251,-1.645525271,#VALUE!,#VALUE!,-2.374074952,#VALUE!,-3.826662735,-1.952377858,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Xport,-0.415884129,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
RhoGAP92B,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG6231-RD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dys,-0.220395671,0.33193447,#VALUE!,-0.429323352,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-3.575357343,#VALUE!,#VALUE!,#VALUE!,#VALUE!
mRpL55,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,0.249384659,#VALUE!,#VALUE!,#VALUE!,-0.308715983,#VALUE!,#VALUE!,0.412618959,0.565402204
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.436978578,#VALUE!
snRNP-U1-C,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.157157904,#VALUE!
Smu1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,-1.517667979,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.676318654,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Cpsf73,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CstF-64,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
CG7694,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.156112607,-1.109016409,#VALUE!,#VALUE!,#VALUE!,-0.470348939
Nup43,#VALUE!,-1.329195913,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-0.849700292,#VALUE!,#VALUE!,#VALUE!,#VALUE!
PKD,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rpb4,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.276913483
CG7993,0.59493067,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Ssdp,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Prx5-RA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.076422275,#VALUE!,0.164271398,-0.215094045,#VALUE!,-0.066140362
,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-1.242396378,#VALUE!
