Gene names,Alpha A30P_day_1,Alpha A30P_day_10,Alpha A53T_day_1,Alpha A53T_day_10,Alpha A53T_day_30,Alpha_day_1,Alpha _day_10, Alpha _day_30
CG10038,0.771325,#DIV/0!,0.35347,0.46699,#DIV/0!,0.4662,0.515505,0.35858
pita,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.33627,0.36929,#DIV/0!,#DIV/0!,#DIV/0!,0.36949,0.38884,0.30545
,0.402995,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.42727,#DIV/0!,#DIV/0!
Pask,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.93115,#DIV/0!
CG30291,1.3419,1.6596,1.1345,1.3627,#DIV/0!,1.03016,1.92385,1.67885
CG11955,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG7506,1.2936,1.7705,0.99088,1.869,#DIV/0!,1.0049,2.21455,3.6645
fwe,#DIV/0!,1.1784,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Slimp,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG9798,#DIV/0!,1.276875,0.44246,0.55463,#DIV/0!,#DIV/0!,0.40017,#DIV/0!
CG4953,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.82867,#DIV/0!,#DIV/0!
CG15187,#DIV/0!,0.22999,1.2972,#DIV/0!,#DIV/0!,0.47343,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mf,3.3995,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Est5,#DIV/0!,0.54754,#DIV/0!,0.36998,#DIV/0!,#DIV/0!,1.3586,0.28571
Rpb7,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mms19,0.23543,#DIV/0!,0.30135,#DIV/0!,#DIV/0!,1.1833,#DIV/0!,#DIV/0!
CG3209-RA,0.33287,0.23644,0.36101,#DIV/0!,#DIV/0!,#DIV/0!,1.5714,#DIV/0!
Sap47,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cep135,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.33209,1.1431,0.40543,1.1914,#DIV/0!,0.59258,0.87407,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CycK,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
lgs,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cog3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG11058,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
BG:DS00941.11,#DIV/0!,1.1177,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0952,#DIV/0!
,#DIV/0!,#DIV/0!,0.20247,#DIV/0!,#DIV/0!,0.40678,#DIV/0!,#DIV/0!
Rala,#DIV/0!,0.48064,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.35734,#DIV/0!
Pax,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
zip,#DIV/0!,#DIV/0!,0.46376,#DIV/0!,#DIV/0!,0.24253,#DIV/0!,#DIV/0!
Ranbp16,0.065589,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
mbo,#DIV/0!,0.7685,1.1953,0.991175,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG4733-RA,#DIV/0!,#DIV/0!,0.96731,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Jupiter,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Jupiter,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.468635,0.71215,0.514765,0.542295,0.67893,0.49018,0.72929,0.54919
CG8223,0.85222,0.76019,0.574775,0.64397,0.63669,0.449195,0.89212,0.71451
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
mRpL36,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG11505,0.17427,#DIV/0!,0.21771,#DIV/0!,#DIV/0!,0.39849,#DIV/0!,#DIV/0!
,0.30029,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
chb,0.28284,#DIV/0!,0.32907,0.478465,#DIV/0!,0.3215,#DIV/0!,0.50726
trc,0.464065,0.550855,0.3696,0.48937,#DIV/0!,0.49853,0.37041,1.06635
SH3PX1,0.40799,0.47447,0.36031,0.53867,#DIV/0!,0.58573,0.56738,0.58264
Tre1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
ligatin,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
GNBP3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
san,0.710335,1.2704,0.41594,#DIV/0!,1.6703,0.586775,1.18443,1.254
Adar,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
spt4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
EG:140G11.5,#DIV/0!,#DIV/0!,0.410615,#DIV/0!,#DIV/0!,#DIV/0!,2.9729,#DIV/0!
Surf1,#DIV/0!,#DIV/0!,1.1169,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.LD34475,1.55911,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24535,#DIV/0!,#DIV/0!
tty,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Peb,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
ECSIT,#DIV/0!,#DIV/0!,#DIV/0!,1.0565,0.57657,1.03156,1.65,0.88365
Syt4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.64843,#DIV/0!
csul,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
rdgBbeta,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Vps28,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.78062
krz,0.9044,0.77837,0.867595,#DIV/0!,#DIV/0!,#DIV/0!,0.88246,0.71132
Catsup,0.931785,1.1834,0.84298,1.5829,#DIV/0!,0.90998,#DIV/0!,1.2831
Ero1L,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
c12.1,#DIV/0!,#DIV/0!,0.93454,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG9063,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
mRpL4,0.344095,0.74485,0.394,#DIV/0!,#DIV/0!,0.30335,#DIV/0!,#DIV/0!
Coprox,#DIV/0!,#DIV/0!,0.51121,#DIV/0!,#DIV/0!,0.59858,#DIV/0!,#DIV/0!
Srp54k,0.310825,0.273485,0.30912,0.41042,#DIV/0!,0.28307,0.35474,0.36474
spag,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
cyp33,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nxt1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nab2,#DIV/0!,#DIV/0!,0.88783,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
wds,0.48411,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.69653,0.624745,0.82367
BG:DS09217.4,0.17435,#DIV/0!,0.17606,#DIV/0!,#DIV/0!,0.332415,#DIV/0!,#DIV/0!
Cbp20,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TM9SF4,#DIV/0!,#DIV/0!,0.38041,#DIV/0!,#DIV/0!,0.73917,#DIV/0!,#DIV/0!
l(2)35Bc,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Jafrac2,0.31703,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
GABA-B-R1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Acp36DE,#DIV/0!,0.14472,#DIV/0!,0.264095,#DIV/0!,#DIV/0!,0.284375,#DIV/0!
heix,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
SC35,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
dare,0.594125,#DIV/0!,#DIV/0!,0.47258,0.51466,0.44334,0.457735,#DIV/0!
CG4500,#DIV/0!,#DIV/0!,#DIV/0!,0.375815,#DIV/0!,#DIV/0!,2.8548,0.74639
x16,0.97217,2.3937,1.079,#DIV/0!,#DIV/0!,0.78127,2.2191,#DIV/0!
BcDNA.LD23634,#DIV/0!,#DIV/0!,0.45231,0.66262,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
ck,0.230365,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.257435,#DIV/0!,#DIV/0!
crp,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG8801,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Smg5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Met75Ca,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nup154,0.1828515,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nup107,#DIV/0!,#DIV/0!,0.65413,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cul-3,0.297155,0.39505,0.264895,#DIV/0!,#DIV/0!,0.655075,0.420625,#DIV/0!
cals,0.6735,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG10323,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
yellow-h,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Hcf,0.626345,0.76384,0.44698,0.54309,0.6262,0.450045,#DIV/0!,0.54286
Asator,0.285075,#DIV/0!,0.40725,0.68712,0.24866,0.32789,#DIV/0!,#DIV/0!
Cyp4e1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.26611,#DIV/0!,#DIV/0!
Cyp6a13,#DIV/0!,0.51644,#DIV/0!,0.38967,#DIV/0!,#DIV/0!,0.1967815,0.351775
Cyp4p1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
wun,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG8858,0.430245,1.1056,0.99908,0.720555,#DIV/0!,0.22294,1.2482,1.1595
Taz,#DIV/0!,#DIV/0!,#DIV/0!,0.60827,#DIV/0!,#DIV/0!,0.591095,#DIV/0!
Fsn,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG13343,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
mRpS16,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cpsf160,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6a21,#DIV/0!,#DIV/0!,0.48725,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.43991
CG10253,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG5189,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.84723
sec6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Rep,0.690615,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.60559,#DIV/0!,#DIV/0!
Obp56h,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Obp57c,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cyp6u1,0.575315,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
ubl,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
phtf,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.49772
Cul-2,0.216335,0.266495,0.317675,#DIV/0!,#DIV/0!,0.398865,#DIV/0!,0.45138
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG11563-RA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG11337-RD,0.492165,0.555095,#DIV/0!,1.33512,#DIV/0!,0.52757,#DIV/0!,4.3052
mRpL32,#DIV/0!,#DIV/0!,#DIV/0!,1.8659,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
qless,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG1544,0.40766,0.25402,0.51491,0.303615,0.36519,#DIV/0!,0.36184,0.39797
Npc2h,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG2224-RA,0.7166,#DIV/0!,1.1497,#DIV/0!,#DIV/0!,1.036415,#DIV/0!,#DIV/0!
mRpS18C,49.935,#DIV/0!,0.49703,#DIV/0!,#DIV/0!,1.0528,#DIV/0!,#DIV/0!
CG34317-RA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.68863,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.65925,0.61024,#DIV/0!,#DIV/0!,#DIV/0!,0.95145,1.1899
Tace,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.924775,0.84557,0.87435,#DIV/0!,#DIV/0!,0.9493,0.71524
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
eIF2B-alpha,#DIV/0!,#DIV/0!,0.4194,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
yata,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
IntS11,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG1969;CG1969-RB,0.53172,#DIV/0!,0.411985,#DIV/0!,#DIV/0!,0.36948,0.73892,1.0934
CG7598,#DIV/0!,#DIV/0!,#DIV/0!,1.7666,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Bub3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Spase12,#DIV/0!,#DIV/0!,0.97409,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.95748,1.75945,1.5033,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mesh1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG11880,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
alpha-Man-Ib,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cul-5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,0.40768,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,0.72709,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,0.44843,#DIV/0!,#DIV/0!,#DIV/0!,0.96191,#DIV/0!
WASp,1.06521,1.591545,0.76286,0.80679,#DIV/0!,1.2689,1.8357,1.0799
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.233315,0.25648,0.44346,#DIV/0!,#DIV/0!,0.226965,#DIV/0!,#DIV/0!
mfrn,0.42679,#DIV/0!,0.60095,1.4467,#DIV/0!,0.3333,#DIV/0!,0.5541
BCAS2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.3926,#DIV/0!,0.35375,0.39916,#DIV/0!,#DIV/0!,#DIV/0!,0.57042
Sce,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG12883-RA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
RpS10a,#DIV/0!,#DIV/0!,1.164,#DIV/0!,#DIV/0!,#DIV/0!,2.2133,#DIV/0!
raps,#DIV/0!,#DIV/0!,0.19661,0.89631,#DIV/0!,#DIV/0!,0.37427,0.8
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.1975,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.2989
,0.72713,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.64782,#DIV/0!,#DIV/0!
,0.517,#DIV/0!,0.904155,1.6577,#DIV/0!,0.56886,#DIV/0!,#DIV/0!
,#DIV/0!,2.0354,#DIV/0!,#DIV/0!,#DIV/0!,1.1908,#DIV/0!,1.7646
CG6073,#DIV/0!,0.67185,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
RpL34a,#DIV/0!,0.45752,0.30967,0.58554,1.1596,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,1.56297,#DIV/0!,0.287985,#DIV/0!,#DIV/0!,1.47988,#DIV/0!,#DIV/0!
Mst57Da,#DIV/0!,0.0530435,#DIV/0!,0.21765,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.175205,#DIV/0!,0.264615,#DIV/0!,#DIV/0!,0.247245,#DIV/0!,#DIV/0!
Dhap-at,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Vps33B,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
alrm,0.55556,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.59835,0.52331,#DIV/0!
,0.89126,0.88964,#DIV/0!,0.65437,#DIV/0!,0.77502,0.70269,0.79153
CG31370-RB,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.58866,#DIV/0!,0.3642,#DIV/0!,#DIV/0!,0.43836,0.445215
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.38466,0.75523,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nup37,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
to,#DIV/0!,0.58962,#DIV/0!,0.43712,#DIV/0!,#DIV/0!,0.34606,0.44826
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG10420,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Clbn,0.548605,#DIV/0!,0.95977,#DIV/0!,#DIV/0!,0.6762,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PQBP1,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG13644,0.986155,1.64185,0.63196,1.5081,#DIV/0!,1.0319,#DIV/0!,1.2925
,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
polybromo,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Rpb10,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Syx18,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG5789-RA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,0.765665,0.67856,#DIV/0!,#DIV/0!,#DIV/0!,0.64385,0.38327,0.652705
,1.3168,#DIV/0!,0.22943,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Dis3,0.3324,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,0.48706,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
,1.0843,#DIV/0!,0.62297,1.6546,1.8589,1.5318,#DIV/0!,#DIV/0!
mask,1.2977,#DIV/0!,0.803725,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
CG5515-RA,0.44848,#DIV/0!,0.41557,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
